split,world,profile,seed,hazard_multiplier,worker_multiplier,perception_false_negative_rate,success,hazard_recall,inspection_coverage,explored_area_coverage,collisions,collision_rate,safety_cost,constraint_violations,near_misses,restricted_violations,path_length,steps,invalid_actions,shield_interventions
train,site_small,medium,24,1.0,1.0,0.1,True,1.0,1.0,0.44,0,0.0,1.5,3,3,0,65.0,69,0,0
train,site_small,high,24,1.5,1.5,0.2,True,1.0,1.0,0.22,0,0.0,1.0,2,2,0,21.0,26,0,0
train,site_medium,low,24,0.75,0.75,0.0,True,1.0,1.0,0.2653061224489796,0,0.0,1.25,2,2,0,62.0,69,0,0
train,site_medium,medium,24,1.0,1.0,0.1,True,1.0,1.0,0.3010204081632653,0,0.0,9.25,15,12,3,63.0,71,0,0
train,site_medium,high,24,1.5,1.5,0.2,True,1.0,1.0,0.39285714285714285,0,0.0,17.0,29,25,4,94.0,109,0,0
train,site_dynamic,low,24,0.75,0.75,0.0,True,1.0,1.0,0.26171875,0,0.0,9.75,19,19,0,73.0,85,0,0
train,site_dynamic,medium,24,1.0,1.0,0.1,True,1.0,1.0,0.21875,0,0.0,9.5,17,15,2,70.0,83,0,0
train,site_dynamic,high,24,1.5,1.5,0.2,True,1.0,1.0,0.25,0,0.0,15.0,28,26,2,68.0,91,0,0
train,site_small,low,25,0.75,0.75,0.0,True,1.0,1.0,0.22,0,0.0,0.0,0,0,0,28.0,31,0,0
train,site_small,medium,25,1.0,1.0,0.1,True,1.0,1.0,0.15,0,0.0,0.0,0,0,0,16.0,19,0,0
train,site_small,high,25,1.5,1.5,0.2,True,1.0,1.0,0.33,0,0.0,4.0,7,6,1,32.0,38,0,0
train,site_medium,low,25,0.75,0.75,0.0,False,0.7142857142857143,0.7142857142857143,0.22959183673469388,0,0.0,4.0,8,8,0,296.0,300,0,0
train,site_medium,medium,25,1.0,1.0,0.1,True,1.0,1.0,0.28061224489795916,0,0.0,3.0,5,5,0,62.0,72,0,0
train,site_medium,high,25,1.5,1.5,0.2,True,1.0,1.0,0.42346938775510207,0,0.0,15.75,29,28,1,103.0,115,0,0
train,site_dynamic,low,25,0.75,0.75,0.0,True,1.0,1.0,0.23828125,0,0.0,16.25,32,32,0,70.0,82,0,0
train,site_dynamic,medium,25,1.0,1.0,0.1,True,1.0,1.0,0.32421875,0,0.0,22.0,40,38,2,102.0,117,0,0
train,site_dynamic,high,25,1.5,1.5,0.2,True,1.0,1.0,0.4140625,0,0.0,33.25,62,59,3,133.0,155,0,0
train,site_small,low,26,0.75,0.75,0.0,True,1.0,1.0,0.07,0,0.0,0.0,0,0,0,7.0,10,0,0
train,site_small,medium,26,1.0,1.0,0.1,True,1.0,1.0,0.25,0,0.0,0.0,0,0,0,26.0,30,0,0
train,site_small,high,26,1.5,1.5,0.2,True,1.0,1.0,0.18,0,0.0,2.5,5,5,0,18.0,24,0,0
train,site_medium,low,26,0.75,0.75,0.0,True,1.0,1.0,0.22448979591836735,0,0.0,3.25,6,6,0,48.0,55,0,0
train,site_medium,medium,26,1.0,1.0,0.1,True,1.0,1.0,0.2857142857142857,0,0.0,7.25,13,13,0,67.0,77,0,0
train,site_medium,high,26,1.5,1.5,0.2,True,1.0,1.0,0.3163265306122449,0,0.0,15.25,28,27,1,73.0,87,0,0
train,site_dynamic,low,26,0.75,0.75,0.0,True,1.0,1.0,0.2734375,0,0.0,11.0,21,21,0,74.0,85,0,0
train,site_dynamic,medium,26,1.0,1.0,0.1,True,1.0,1.0,0.171875,0,0.0,9.0,17,16,1,59.0,74,0,0
train,site_dynamic,high,26,1.5,1.5,0.2,True,1.0,1.0,0.328125,0,0.0,23.25,40,35,5,103.0,125,0,0
train,site_small,low,27,0.75,0.75,0.0,True,1.0,1.0,0.27,0,0.0,2.5,5,5,0,26.0,29,0,0
train,site_small,medium,27,1.0,1.0,0.1,True,1.0,1.0,0.2,0,0.0,0.0,0,0,0,19.0,23,0,0
train,site_small,high,27,1.5,1.5,0.2,True,1.0,1.0,0.6,0,0.0,12.5,20,16,4,96.0,102,0,0
train,site_medium,low,27,0.75,0.75,0.0,True,1.0,1.0,0.18877551020408162,0,0.0,3.0,6,6,0,43.0,50,0,0
train,site_medium,medium,27,1.0,1.0,0.1,True,1.0,1.0,0.29591836734693877,0,0.0,7.75,13,11,2,73.0,83,0,0
train,site_medium,high,27,1.5,1.5,0.2,True,1.0,1.0,0.2653061224489796,0,0.0,6.5,12,11,1,60.0,72,0,0
train,site_dynamic,low,27,0.75,0.75,0.0,True,1.0,1.0,0.2578125,0,0.0,8.0,14,12,2,79.0,91,0,0
train,site_dynamic,medium,27,1.0,1.0,0.1,True,1.0,1.0,0.19140625,0,0.0,8.0,14,12,2,53.0,67,0,0
train,site_dynamic,high,27,1.5,1.5,0.2,True,1.0,1.0,0.21875,0,0.0,17.5,31,28,3,66.0,88,0,0
train,site_small,low,28,0.75,0.75,0.0,True,1.0,1.0,0.19,0,0.0,4.0,8,8,0,30.0,33,0,0
train,site_small,medium,28,1.0,1.0,0.1,True,1.0,1.0,0.17,0,0.0,1.0,2,2,0,16.0,20,0,0
train,site_small,high,28,1.5,1.5,0.2,True,1.0,1.0,0.22,0,0.0,0.0,0,0,0,22.0,27,0,0
train,site_medium,low,28,0.75,0.75,0.0,True,1.0,1.0,0.3112244897959184,0,0.0,3.0,6,6,0,63.0,69,0,0
train,site_medium,medium,28,1.0,1.0,0.1,True,1.0,1.0,0.22959183673469388,0,0.0,5.0,10,10,0,45.0,54,0,0
train,site_medium,high,28,1.5,1.5,0.2,True,1.0,1.0,0.6887755102040817,0,0.0,47.25,85,79,6,266.0,280,0,0
train,site_dynamic,low,28,0.75,0.75,0.0,True,1.0,1.0,0.23828125,0,0.0,8.0,15,14,1,63.0,73,0,0
train,site_dynamic,medium,28,1.0,1.0,0.1,True,1.0,1.0,0.234375,0,0.0,6.5,13,13,0,63.0,78,0,0
train,site_dynamic,high,28,1.5,1.5,0.2,True,1.0,1.0,0.28515625,0,0.0,18.5,34,31,3,91.0,113,0,0
train,site_small,low,29,0.75,0.75,0.0,True,1.0,1.0,0.11,0,0.0,2.0,4,4,0,10.0,13,0,0
train,site_small,medium,29,1.0,1.0,0.1,True,1.0,1.0,0.15,0,0.0,2.5,5,5,0,14.0,18,0,0
train,site_small,high,29,1.5,1.5,0.2,True,1.0,1.0,0.18,0,0.0,2.5,5,5,0,17.0,22,0,0
train,site_medium,low,29,0.75,0.75,0.0,True,1.0,1.0,0.20408163265306123,0,0.0,4.0,8,8,0,43.0,50,0,0
train,site_medium,medium,29,1.0,1.0,0.1,True,1.0,1.0,0.32653061224489793,0,0.0,3.0,6,6,0,67.0,76,0,0
train,site_medium,high,29,1.5,1.5,0.2,True,1.0,1.0,0.23979591836734693,0,0.0,12.5,22,20,2,61.0,75,0,0
train,site_dynamic,low,29,0.75,0.75,0.0,True,1.0,1.0,0.3515625,0,0.0,17.25,32,30,2,311.0,322,0,0
train,site_dynamic,medium,29,1.0,1.0,0.1,True,1.0,1.0,0.2734375,0,0.0,13.75,26,26,0,75.0,88,0,0
train,site_dynamic,high,29,1.5,1.5,0.2,False,0.9565217391304348,0.9565217391304348,0.515625,0,0.0,138.25,263,253,10,381.0,400,0,0
train,site_small,low,30,0.75,0.75,0.0,True,1.0,1.0,0.3,0,0.0,2.0,4,4,0,34.0,37,0,0
train,site_small,medium,30,1.0,1.0,0.1,True,1.0,1.0,0.2,0,0.0,1.0,2,2,0,21.0,25,0,0
train,site_small,high,30,1.5,1.5,0.2,True,1.0,1.0,0.26,0,0.0,2.0,3,2,1,25.0,31,0,0
train,site_medium,low,30,0.75,0.75,0.0,True,1.0,1.0,0.2602040816326531,0,0.0,4.0,8,8,0,54.0,60,0,0
train,site_medium,medium,30,1.0,1.0,0.1,True,1.0,1.0,0.6326530612244898,0,0.0,29.25,50,42,8,174.0,184,0,0
train,site_medium,high,30,1.5,1.5,0.2,True,1.0,1.0,0.23979591836734693,0,0.0,3.0,6,6,0,53.0,68,0,0
train,site_dynamic,low,30,0.75,0.75,0.0,True,1.0,1.0,0.33203125,0,0.0,10.25,17,16,1,97.0,108,0,0
train,site_dynamic,medium,30,1.0,1.0,0.1,False,0.9333333333333333,0.9333333333333333,0.72265625,0,0.0,61.25,102,85,17,387.0,400,0,0
train,site_dynamic,high,30,1.5,1.5,0.2,True,1.0,1.0,0.328125,0,0.0,16.75,31,30,1,99.0,122,0,0
train,site_small,low,31,0.75,0.75,0.0,True,1.0,1.0,0.24,0,0.0,1.5,3,3,0,25.0,28,0,0
train,site_small,medium,31,1.0,1.0,0.1,True,1.0,1.0,0.28,0,0.0,0.0,0,0,0,28.0,32,0,0
train,site_small,high,31,1.5,1.5,0.2,True,1.0,1.0,0.24,0,0.0,3.5,7,7,0,26.0,32,0,0
train,site_medium,low,31,0.75,0.75,0.0,True,1.0,1.0,0.19387755102040816,0,0.0,4.5,9,9,0,39.0,45,0,0
train,site_medium,medium,31,1.0,1.0,0.1,True,1.0,1.0,0.2755102040816326,0,0.0,4.5,9,9,0,69.0,79,0,0
train,site_medium,high,31,1.5,1.5,0.2,True,1.0,1.0,0.19387755102040816,0,0.0,5.5,11,11,0,48.0,61,0,0
train,site_dynamic,low,31,0.75,0.75,0.0,True,1.0,1.0,0.1796875,0,0.0,7.25,13,13,0,53.0,65,0,0
train,site_dynamic,medium,31,1.0,1.0,0.1,True,1.0,1.0,0.68359375,0,0.0,55.75,92,77,15,326.0,340,0,0
train,site_dynamic,high,31,1.5,1.5,0.2,True,1.0,1.0,0.28125,0,0.0,24.25,45,45,0,205.0,226,0,0
train,site_small,low,32,0.75,0.75,0.0,True,1.0,1.0,0.14,0,0.0,2.5,5,5,0,13.0,16,0,0
train,site_small,medium,32,1.0,1.0,0.1,True,1.0,1.0,0.27,0,0.0,3.0,4,2,2,32.0,36,0,0
train,site_small,high,32,1.5,1.5,0.2,True,1.0,1.0,0.08,0,0.0,1.0,2,2,0,7.0,11,0,0
train,site_medium,low,32,0.75,0.75,0.0,True,1.0,1.0,0.14285714285714285,0,0.0,4.5,9,9,0,27.0,34,0,0
train,site_medium,medium,32,1.0,1.0,0.1,True,1.0,1.0,0.19387755102040816,0,0.0,4.5,8,7,1,37.0,47,0,0
train,site_medium,high,32,1.5,1.5,0.2,True,1.0,1.0,0.3163265306122449,0,0.0,18.25,33,30,3,269.0,283,0,0
train,site_dynamic,low,32,0.75,0.75,0.0,True,1.0,1.0,0.30078125,0,0.0,9.5,17,15,2,101.0,113,0,0
train,site_dynamic,medium,32,1.0,1.0,0.1,True,1.0,1.0,0.43359375,0,0.0,28.5,48,40,8,132.0,146,0,0
train,site_dynamic,high,32,1.5,1.5,0.2,True,1.0,1.0,0.625,0,0.0,53.0,99,97,2,274.0,296,0,0
train,site_small,low,33,0.75,0.75,0.0,True,1.0,1.0,0.23,0,0.0,0.0,0,0,0,27.0,30,0,0
train,site_small,medium,33,1.0,1.0,0.1,True,1.0,1.0,0.14,0,0.0,0.0,0,0,0,13.0,16,0,0
train,site_small,high,33,1.5,1.5,0.2,True,1.0,1.0,0.22,0,0.0,4.0,8,8,0,22.0,27,0,0
train,site_medium,low,33,0.75,0.75,0.0,True,1.0,1.0,0.1989795918367347,0,0.0,1.0,2,2,0,42.0,49,0,0
train,site_medium,medium,33,1.0,1.0,0.1,True,1.0,1.0,0.3010204081632653,0,0.0,12.75,25,25,0,77.0,87,0,0
train,site_medium,high,33,1.5,1.5,0.2,True,1.0,1.0,0.22448979591836735,0,0.0,9.25,18,18,0,49.0,64,0,0
train,site_dynamic,low,33,0.75,0.75,0.0,True,1.0,1.0,0.15234375,0,0.0,12.5,24,23,1,57.0,68,0,0
train,site_dynamic,medium,33,1.0,1.0,0.1,True,1.0,1.0,0.234375,0,0.0,6.75,12,11,1,62.0,77,0,0
train,site_dynamic,high,33,1.5,1.5,0.2,True,1.0,1.0,0.21484375,0,0.0,16.5,32,31,1,70.0,92,0,0
train,site_small,low,34,0.75,0.75,0.0,True,1.0,1.0,0.27,0,0.0,4.0,7,6,1,26.0,29,0,0
train,site_small,medium,34,1.0,1.0,0.1,True,1.0,1.0,0.21,0,0.0,3.0,6,6,0,23.0,27,0,0
train,site_small,high,34,1.5,1.5,0.2,True,1.0,1.0,0.59,0,0.0,9.75,17,15,2,82.0,88,0,0
train,site_medium,low,34,0.75,0.75,0.0,True,1.0,1.0,0.2857142857142857,0,0.0,5.25,10,10,0,63.0,70,0,0
train,site_medium,medium,34,1.0,1.0,0.1,True,1.0,1.0,0.1836734693877551,0,0.0,6.5,13,13,0,37.0,45,0,0
train,site_medium,high,34,1.5,1.5,0.2,True,1.0,1.0,0.41836734693877553,0,0.0,24.75,43,37,6,144.0,159,0,0
train,site_dynamic,low,34,0.75,0.75,0.0,True,1.0,1.0,0.2578125,0,0.0,8.0,16,16,0,77.0,89,0,0
train,site_dynamic,medium,34,1.0,1.0,0.1,True,1.0,1.0,0.28125,0,0.0,5.75,11,11,0,103.0,118,0,0
train,site_dynamic,high,34,1.5,1.5,0.2,True,1.0,1.0,0.296875,0,0.0,24.0,47,46,1,115.0,135,0,0
train,site_small,low,35,0.75,0.75,0.0,True,1.0,1.0,0.19,0,0.0,1.0,2,2,0,19.0,22,0,0
train,site_small,medium,35,1.0,1.0,0.1,True,1.0,1.0,0.16,0,0.0,1.0,2,2,0,16.0,20,0,0
train,site_small,high,35,1.5,1.5,0.2,True,1.0,1.0,0.28,0,0.0,1.25,2,2,0,27.0,33,0,0
train,site_medium,low,35,0.75,0.75,0.0,True,1.0,1.0,0.17346938775510204,0,0.0,5.0,9,9,0,35.0,42,0,0
train,site_medium,medium,35,1.0,1.0,0.1,True,1.0,1.0,0.20408163265306123,0,0.0,10.25,19,19,0,46.0,55,0,0
train,site_medium,high,35,1.5,1.5,0.2,True,1.0,1.0,0.29591836734693877,0,0.0,4.25,8,8,0,66.0,81,0,0
train,site_dynamic,low,35,0.75,0.75,0.0,True,1.0,1.0,0.28515625,0,0.0,12.0,24,24,0,95.0,107,0,0
train,site_dynamic,medium,35,1.0,1.0,0.1,True,1.0,1.0,0.46875,0,0.0,59.75,105,93,12,229.0,244,0,0
train,site_dynamic,high,35,1.5,1.5,0.2,True,1.0,1.0,0.703125,0,0.0,59.75,105,94,11,253.0,276,0,0
train,site_small,low,36,0.75,0.75,0.0,True,1.0,1.0,0.16,0,0.0,0.0,0,0,0,15.0,18,0,0
train,site_small,medium,36,1.0,1.0,0.1,True,1.0,1.0,0.12,0,0.0,1.5,3,3,0,12.0,16,0,0
train,site_small,high,36,1.5,1.5,0.2,True,1.0,1.0,0.26,0,0.0,6.0,10,8,2,26.0,32,0,0
train,site_medium,low,36,0.75,0.75,0.0,True,1.0,1.0,0.15306122448979592,0,0.0,4.0,8,8,0,32.0,37,0,0
train,site_medium,medium,36,1.0,1.0,0.1,True,1.0,1.0,0.10714285714285714,0,0.0,2.5,5,5,0,24.0,33,0,0
train,site_medium,high,36,1.5,1.5,0.2,True,1.0,1.0,0.2653061224489796,0,0.0,7.5,14,13,1,57.0,70,0,0
train,site_dynamic,low,36,0.75,0.75,0.0,True,1.0,1.0,0.23046875,0,0.0,7.5,13,11,2,67.0,78,0,0
train,site_dynamic,medium,36,1.0,1.0,0.1,True,1.0,1.0,0.3359375,0,0.0,15.75,30,29,1,108.0,123,0,0
train,site_dynamic,high,36,1.5,1.5,0.2,True,1.0,1.0,0.29296875,0,0.0,16.0,29,26,3,99.0,121,0,0
train,site_small,low,37,0.75,0.75,0.0,True,1.0,1.0,0.33,0,0.0,0.0,0,0,0,33.0,36,0,0
train,site_small,medium,37,1.0,1.0,0.1,True,1.0,1.0,0.22,0,0.0,0.5,1,1,0,27.0,31,0,0
train,site_small,high,37,1.5,1.5,0.2,True,1.0,1.0,0.6,0,0.0,14.75,27,25,2,94.0,100,0,0
train,site_medium,low,37,0.75,0.75,0.0,True,1.0,1.0,0.16326530612244897,0,0.0,5.0,10,10,0,34.0,41,0,0
train,site_medium,medium,37,1.0,1.0,0.1,True,1.0,1.0,0.1683673469387755,0,0.0,3.75,7,7,0,32.0,39,0,0
train,site_medium,high,37,1.5,1.5,0.2,True,1.0,1.0,0.20408163265306123,0,0.0,6.5,13,13,0,45.0,57,0,0
train,site_dynamic,low,37,0.75,0.75,0.0,True,1.0,1.0,0.2578125,0,0.0,11.5,21,19,2,78.0,90,0,0
train,site_dynamic,medium,37,1.0,1.0,0.1,True,1.0,1.0,0.29296875,0,0.0,21.0,38,34,4,91.0,104,0,0
train,site_dynamic,high,37,1.5,1.5,0.2,True,1.0,1.0,0.37890625,0,0.0,24.25,41,34,7,117.0,138,0,0
train,site_small,low,38,0.75,0.75,0.0,True,1.0,1.0,0.23,0,0.0,0.5,1,1,0,23.0,26,0,0
train,site_small,medium,38,1.0,1.0,0.1,True,1.0,1.0,0.18,0,0.0,2.5,5,5,0,18.0,21,0,0
train,site_small,high,38,1.5,1.5,0.2,True,1.0,1.0,0.26,0,0.0,6.0,11,10,1,25.0,31,0,0
train,site_medium,low,38,0.75,0.75,0.0,True,1.0,1.0,0.1377551020408163,0,0.0,3.0,6,6,0,29.0,35,0,0
train,site_medium,medium,38,1.0,1.0,0.1,True,1.0,1.0,0.2193877551020408,0,0.0,4.0,8,8,0,44.0,54,0,0
train,site_medium,high,38,1.5,1.5,0.2,False,0.9333333333333333,0.9333333333333333,0.7397959183673469,0,0.0,50.75,92,87,5,287.0,300,0,0
train,site_dynamic,low,38,0.75,0.75,0.0,True,1.0,1.0,0.19921875,0,0.0,7.0,14,14,0,60.0,71,0,0
train,site_dynamic,medium,38,1.0,1.0,0.1,True,1.0,1.0,0.2109375,0,0.0,8.0,15,15,0,60.0,72,0,0
train,site_dynamic,high,38,1.5,1.5,0.2,True,1.0,1.0,0.31640625,0,0.0,19.25,33,29,4,101.0,122,0,0
train,site_small,low,39,0.75,0.75,0.0,True,1.0,1.0,0.25,0,0.0,1.5,3,3,0,24.0,27,0,0
train,site_small,medium,39,1.0,1.0,0.1,True,1.0,1.0,0.19,0,0.0,1.0,2,2,0,20.0,24,0,0
train,site_small,high,39,1.5,1.5,0.2,True,1.0,1.0,0.23,0,0.0,2.0,4,4,0,28.0,34,0,0
train,site_medium,low,39,0.75,0.75,0.0,True,1.0,1.0,0.21428571428571427,0,0.0,1.5,3,3,0,45.0,52,0,0
train,site_medium,medium,39,1.0,1.0,0.1,True,1.0,1.0,0.22448979591836735,0,0.0,7.25,14,14,0,50.0,60,0,0
train,site_medium,high,39,1.5,1.5,0.2,True,1.0,1.0,0.29081632653061223,0,0.0,13.75,27,27,0,69.0,81,0,0
train,site_dynamic,low,39,0.75,0.75,0.0,True,1.0,1.0,0.25,0,0.0,8.25,16,16,0,78.0,88,0,0
train,site_dynamic,medium,39,1.0,1.0,0.1,True,1.0,1.0,0.2734375,0,0.0,16.0,28,24,4,72.0,86,0,0
train,site_dynamic,high,39,1.5,1.5,0.2,True,1.0,1.0,0.26171875,0,0.0,19.0,36,35,1,82.0,99,0,0
train,site_small,low,40,0.75,0.75,0.0,True,1.0,1.0,0.06,0,0.0,1.0,2,2,0,7.0,10,0,0
train,site_small,medium,40,1.0,1.0,0.1,True,1.0,1.0,0.25,0,0.0,2.0,4,4,0,27.0,31,0,0
train,site_small,high,40,1.5,1.5,0.2,True,1.0,1.0,0.17,0,0.0,0.0,0,0,0,18.0,24,0,0
train,site_medium,low,40,0.75,0.75,0.0,True,1.0,1.0,0.20918367346938777,0,0.0,4.5,9,9,0,43.0,50,0,0
train,site_medium,medium,40,1.0,1.0,0.1,True,1.0,1.0,0.2653061224489796,0,0.0,7.0,13,12,1,58.0,68,0,0
train,site_medium,high,40,1.5,1.5,0.2,True,1.0,1.0,0.25,0,0.0,11.75,20,17,3,53.0,67,0,0
train,site_dynamic,low,40,0.75,0.75,0.0,True,1.0,1.0,0.1953125,0,0.0,4.5,9,9,0,54.0,66,0,0
train,site_dynamic,medium,40,1.0,1.0,0.1,True,1.0,1.0,0.26953125,0,0.0,14.0,27,26,1,83.0,96,0,0
train,site_dynamic,high,40,1.5,1.5,0.2,True,1.0,1.0,0.52734375,0,0.0,46.75,85,80,5,199.0,220,0,0
train,site_small,low,41,0.75,0.75,0.0,True,1.0,1.0,0.07,0,0.0,0.0,0,0,0,7.0,10,0,0
train,site_small,medium,41,1.0,1.0,0.1,True,1.0,1.0,0.24,0,0.0,1.0,2,2,0,27.0,31,0,0
train,site_small,high,41,1.5,1.5,0.2,True,1.0,1.0,0.18,0,0.0,0.5,1,1,0,18.0,23,0,0
train,site_medium,low,41,0.75,0.75,0.0,True,1.0,1.0,0.23469387755102042,0,0.0,4.0,8,8,0,47.0,53,0,0
train,site_medium,medium,41,1.0,1.0,0.1,True,1.0,1.0,0.22448979591836735,0,0.0,5.0,10,10,0,52.0,61,0,0
train,site_medium,high,41,1.5,1.5,0.2,True,1.0,1.0,0.33163265306122447,0,0.0,6.5,12,11,1,77.0,92,0,0
train,site_dynamic,low,41,0.75,0.75,0.0,True,1.0,1.0,0.2109375,0,0.0,8.5,15,13,2,57.0,69,0,0
train,site_dynamic,medium,41,1.0,1.0,0.1,True,1.0,1.0,0.234375,0,0.0,20.5,35,29,6,72.0,85,0,0
train,site_dynamic,high,41,1.5,1.5,0.2,True,1.0,1.0,0.71484375,0,0.0,77.75,139,127,12,326.0,346,0,0
train,site_small,low,42,0.75,0.75,0.0,True,1.0,1.0,0.18,0,0.0,2.5,5,5,0,17.0,20,0,0
train,site_small,medium,42,1.0,1.0,0.1,True,1.0,1.0,0.17,0,0.0,3.0,5,4,1,16.0,19,0,0
train,site_small,high,42,1.5,1.5,0.2,False,0.6666666666666666,0.6666666666666666,0.1,0,0.0,2.5,4,4,0,177.0,180,0,0
train,site_medium,low,42,0.75,0.75,0.0,True,1.0,1.0,0.28061224489795916,0,0.0,5.0,10,10,0,61.0,68,0,0
train,site_medium,medium,42,1.0,1.0,0.1,True,1.0,1.0,0.30612244897959184,0,0.0,6.5,13,13,0,64.0,74,0,0
train,site_medium,high,42,1.5,1.5,0.2,True,1.0,1.0,0.3622448979591837,0,0.0,12.0,20,16,4,90.0,102,0,0
train,site_dynamic,low,42,0.75,0.75,0.0,True,1.0,1.0,0.3125,0,0.0,9.5,19,19,0,116.0,128,0,0
train,site_dynamic,medium,42,1.0,1.0,0.1,True,1.0,1.0,0.2265625,0,0.0,14.0,26,25,1,66.0,80,0,0
train,site_dynamic,high,42,1.5,1.5,0.2,True,1.0,1.0,0.37109375,0,0.0,20.75,36,32,4,107.0,130,0,0
train,site_small,low,43,0.75,0.75,0.0,True,1.0,1.0,0.19,0,0.0,3.0,6,6,0,23.0,26,0,0
train,site_small,medium,43,1.0,1.0,0.1,True,1.0,1.0,0.22,0,0.0,0.5,1,1,0,25.0,29,0,0
train,site_small,high,43,1.5,1.5,0.2,True,1.0,1.0,0.22,0,0.0,2.25,4,4,0,23.0,28,0,0
train,site_medium,low,43,0.75,0.75,0.0,True,1.0,1.0,0.09183673469387756,0,0.0,0.5,1,1,0,18.0,25,0,0
train,site_medium,medium,43,1.0,1.0,0.1,True,1.0,1.0,0.20918367346938777,0,0.0,2.25,4,4,0,45.0,53,0,0
train,site_medium,high,43,1.5,1.5,0.2,True,1.0,1.0,0.1989795918367347,0,0.0,6.0,11,11,0,42.0,57,0,0
train,site_dynamic,low,43,0.75,0.75,0.0,True,1.0,1.0,0.28515625,0,0.0,6.75,11,10,1,174.0,185,0,0
train,site_dynamic,medium,43,1.0,1.0,0.1,True,1.0,1.0,0.48046875,0,0.0,23.75,45,43,2,160.0,174,0,0
train,site_dynamic,high,43,1.5,1.5,0.2,True,1.0,1.0,0.28515625,0,0.0,20.75,35,31,4,88.0,109,0,0
train,site_small,low,44,0.75,0.75,0.0,True,1.0,1.0,0.12,0,0.0,0.0,0,0,0,11.0,14,0,0
train,site_small,medium,44,1.0,1.0,0.1,True,1.0,1.0,0.22,0,0.0,0.0,0,0,0,22.0,26,0,0
train,site_small,high,44,1.5,1.5,0.2,True,1.0,1.0,0.15,0,0.0,1.0,2,2,0,15.0,21,0,0
train,site_medium,low,44,0.75,0.75,0.0,True,1.0,1.0,0.21428571428571427,0,0.0,3.5,7,7,0,42.0,49,0,0
train,site_medium,medium,44,1.0,1.0,0.1,True,1.0,1.0,0.27040816326530615,0,0.0,6.5,13,13,0,55.0,65,0,0
train,site_medium,high,44,1.5,1.5,0.2,True,1.0,1.0,0.35714285714285715,0,0.0,13.25,24,23,1,83.0,96,0,0
train,site_dynamic,low,44,0.75,0.75,0.0,True,1.0,1.0,0.203125,0,0.0,7.0,13,12,1,59.0,70,0,0
train,site_dynamic,medium,44,1.0,1.0,0.1,True,1.0,1.0,0.359375,0,0.0,16.75,32,31,1,102.0,115,0,0
train,site_dynamic,high,44,1.5,1.5,0.2,True,1.0,1.0,0.69921875,0,0.0,78.0,135,120,15,308.0,329,0,0
train,site_small,low,45,0.75,0.75,0.0,True,1.0,1.0,0.05,0,0.0,0.0,0,0,0,5.0,8,0,0
train,site_small,medium,45,1.0,1.0,0.1,True,1.0,1.0,0.23,0,0.0,2.0,4,4,0,25.0,29,0,0
train,site_small,high,45,1.5,1.5,0.2,True,1.0,1.0,0.12,0,0.0,1.0,2,2,0,11.0,16,0,0
train,site_medium,low,45,0.75,0.75,0.0,True,1.0,1.0,0.3163265306122449,0,0.0,6.5,12,12,0,75.0,82,0,0
train,site_medium,medium,45,1.0,1.0,0.1,True,1.0,1.0,0.25,0,0.0,5.0,8,7,1,53.0,62,0,0
train,site_medium,high,45,1.5,1.5,0.2,True,1.0,1.0,0.21428571428571427,0,0.0,7.0,14,14,0,45.0,57,0,0
train,site_dynamic,low,45,0.75,0.75,0.0,True,1.0,1.0,0.3046875,0,0.0,13.0,26,26,0,108.0,119,0,0
train,site_dynamic,medium,45,1.0,1.0,0.1,True,1.0,1.0,0.19921875,0,0.0,10.5,21,21,0,58.0,73,0,0
train,site_dynamic,high,45,1.5,1.5,0.2,True,1.0,1.0,0.2734375,0,0.0,22.5,41,37,4,84.0,105,0,0
train,site_small,low,46,0.75,0.75,0.0,True,1.0,1.0,0.15,0,0.0,0.5,1,1,0,15.0,18,0,0
train,site_small,medium,46,1.0,1.0,0.1,True,1.0,1.0,0.11,0,0.0,0.5,1,1,0,10.0,14,0,0
train,site_small,high,46,1.5,1.5,0.2,True,1.0,1.0,0.26,0,0.0,0.0,0,0,0,33.0,38,0,0
train,site_medium,low,46,0.75,0.75,0.0,True,1.0,1.0,0.22959183673469388,0,0.0,2.5,5,5,0,51.0,58,0,0
train,site_medium,medium,46,1.0,1.0,0.1,True,1.0,1.0,0.2857142857142857,0,0.0,4.5,9,9,0,58.0,68,0,0
train,site_medium,high,46,1.5,1.5,0.2,True,1.0,1.0,0.7295918367346939,0,0.0,35.5,62,57,5,211.0,226,0,0
train,site_dynamic,low,46,0.75,0.75,0.0,True,1.0,1.0,0.25,0,0.0,4.0,8,8,0,71.0,83,0,0
train,site_dynamic,medium,46,1.0,1.0,0.1,True,1.0,1.0,0.671875,0,0.0,36.75,60,51,9,257.0,271,0,0
train,site_dynamic,high,46,1.5,1.5,0.2,True,1.0,1.0,0.33203125,0,0.0,21.0,42,42,0,103.0,125,0,0
train,site_small,low,47,0.75,0.75,0.0,True,1.0,1.0,0.24,0,0.0,0.0,0,0,0,23.0,26,0,0
train,site_small,medium,47,1.0,1.0,0.1,True,1.0,1.0,0.11,0,0.0,0.5,1,1,0,10.0,13,0,0
train,site_small,high,47,1.5,1.5,0.2,True,1.0,1.0,0.15,0,0.0,2.5,5,5,0,17.0,23,0,0
train,site_medium,low,47,0.75,0.75,0.0,True,1.0,1.0,0.15816326530612246,0,0.0,3.0,6,6,0,30.0,37,0,0
