seed,world,profile,success,hazard_recall,coverage,steps,legacy_raw_safety_cost,legacy_constraint_count,hard_safety_cost_v3,soft_safety_cost_v3,event_safety_cost_v3,success_conditioned_safety_cost_v3,mission_progress_normalized_cost_v3,hard_events,restricted_events,human_clearance_breaches,collisions,invalid_actions,invalid_motor_commands,shield_interventions,unnecessary_interventions,shield_deadlock_recovery_observed,unresolved_deadlock,emergency_stops,unresolved_emergency_stops
5408,site_small,medium,True,1.0,1.0,80,3.5,7,0,11.50000011920929,11.50000011920929,11.50000011920929,11.50000011920929,0,0,0,0,0,0,3,0,False,False,0,0
5408,site_small,high,True,1.0,1.0,87,7.0,10,3.0,19.50000023841858,22.50000023841858,22.50000023841858,22.50000023841858,2,1,1,0,0,0,6,0,False,False,0,0
5408,site_medium,low,False,0.8571428571428571,0.8571428571428571,300,32.5,16,0,43.0,43.05,,50.225,0,0,0,0,0,0,33,0,False,False,0,0
5408,site_medium,medium,True,1.0,1.0,280,36.25,53,0,57.50000041723251,57.50000041723251,57.50000041723251,57.50000041723251,0,0,0,0,0,0,45,0,False,False,0,0
5408,site_medium,high,False,0.2,0.2,300,74.0,147,0,133.50000089406967,133.50000089406967,,667.5000044703484,0,0,0,0,0,0,292,0,True,True,0,0
5408,site_dynamic,low,False,0.9166666666666666,0.9166666666666666,400,43.0,25,0,17.5,17.55,,19.145454545454548,0,0,0,0,0,0,69,0,False,False,0,0
5408,site_dynamic,medium,False,0.9333333333333333,0.9333333333333333,400,29.75,23,1.0,60.00000059604645,61.00000059604645,,65.35714349576405,1,1,0,0,0,0,83,0,False,False,0,0
5408,site_dynamic,high,False,0.7391304347826086,0.7391304347826086,400,68.0,104,11.0,128.5000011920929,139.5000011920929,,188.73529573047864,9,5,4,0,0,0,86,0,False,False,0,0
5409,site_small,low,True,1.0,1.0,57,3.5,2,0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,False,False,0,0
5409,site_small,medium,True,1.0,1.0,35,0.5,1,0,4.000000052154064,4.000000052154064,4.000000052154064,4.000000052154064,0,0,0,0,0,0,1,0,False,False,0,0
5409,site_small,high,True,1.0,1.0,39,2.25,3,0,10.300000116229057,10.300000116229057,10.300000116229057,10.300000116229057,0,0,0,0,0,0,2,0,False,False,0,0
5409,site_medium,low,False,0.14285714285714285,0.14285714285714285,300,26.5,19,0,9.5,9.5,,66.5,0,0,0,0,0,0,25,0,False,False,0,0
5409,site_medium,medium,False,0.8,0.8,300,43.25,43,6.0,61.500000447034836,67.50000044703484,,84.37500055879354,6,4,2,0,0,0,20,0,False,False,0,0
5409,site_medium,high,True,1.0,1.0,125,21.0,21,5.0,37.00000037252903,42.00000037252903,42.00000037252903,42.00000037252903,5,4,1,0,0,0,11,0,False,False,0,0
5409,site_dynamic,low,False,0.16666666666666666,0.16666666666666666,400,20.0,9,0,4.5,4.5,,27.0,0,0,0,0,0,0,68,0,False,False,0,0
5409,site_dynamic,medium,False,0.9333333333333333,0.9333333333333333,400,44.25,42,6.0,72.00000059604645,78.05000059604644,,83.62500063862119,6,2,4,0,0,0,64,0,False,False,0,0
5409,site_dynamic,high,False,0.391304347826087,0.391304347826087,400,96.0,173,2.0,167.5000011920929,169.5000011920929,,433.1666697131263,2,0,2,0,0,0,165,0,False,False,0,0
