iteration,beta,new_visited_state_transitions,disagreement_rate,corrected_deadlocks,held_out_success,held_out_hazard_recall,held_out_coverage,held_out_safety_cost,held_out_collision_rate,invalid_actions
1,0.75,12000,0.5369166666666667,2,0.8555555555555555,0.9859638831377963,0.9859638831377963,37.91111111111111,0.0,0
2,0.5,12000,0.5834166666666667,0,0.17777777777777778,0.5886139866574649,0.5886139866574649,38.827777777777776,0.0,0
3,0.25,12000,0.5731666666666667,183,0.2111111111111111,0.5068276972624799,0.5068276972624799,45.75277777777778,0.0,0
