candidate,status,batch_size,duration_seconds,peak_allocated_gib,peak_reserved_gib,metrics_precision,metrics_recall,metrics_map50,metrics_map50_95,latency_mean_ms,latency_p50_ms,latency_p95_ms,best_model,best_model_sha256,run_directory,error
yolo26n,PASS,8,71.03172510000877,1.31699800491333,1.748046875,0.6608821337944236,0.09969494129434357,0.06568202971476284,0.0357769459586399,20.579169975826517,21.34689997183159,22.956904961029068,F:\AI\My_Project\RiskAware-SafeRL-Construction-Inspector\artifacts\runs\perception_pilots\yolo26n_20260722_211614_epoch1_batch8\weights\best.pt,d208c280e4bf4facd8a57a3e5e2bf8323dd2e97b43c723ae31855b7740ba6e4b,F:\AI\My_Project\RiskAware-SafeRL-Construction-Inspector\artifacts\runs\perception_pilots\yolo26n_20260722_211614_epoch1_batch8,
yolo26s,PASS,4,75.22006479999982,1.3857269287109375,1.759765625,0.43332826581922956,0.13272406457847016,0.08476546938757053,0.034880443074827,20.75840999605134,14.752899936866015,28.788209945196286,F:\AI\My_Project\RiskAware-SafeRL-Construction-Inspector\artifacts\runs\perception_pilots\yolo26s_20260722_211614_epoch1_batch4\weights\best.pt,a10695f412a5fc21f4d5ad878b12deed724891669a425a59aeadfa7fe1b07808,F:\AI\My_Project\RiskAware-SafeRL-Construction-Inspector\artifacts\runs\perception_pilots\yolo26s_20260722_211614_epoch1_batch4,
