seed,world,profile,success,hazard_recall,coverage,collision_rate,collisions,safety_cost,constraint_violations,steps,invalid_actions,shield_interventions
5007,site_medium,medium,True,1.0,1.0,0.0,0,36.5,57,293,0,0
5007,site_medium,high,True,1.0,1.0,0.0,0,47.75,79,275,0,15
5007,site_dynamic,low,True,1.0,1.0,0.0,0,43.25,70,244,0,4
5007,site_dynamic,medium,True,1.0,1.0,0.0,0,48.25,85,238,0,10
5007,site_dynamic,high,False,0.8695652173913043,0.8695652173913043,0.0,0,95.0,153,400,0,18
5008,site_small,low,True,1.0,1.0,0.0,0,6.5,11,96,0,0
5008,site_small,medium,True,1.0,1.0,0.0,0,1.5,1,59,0,0
5008,site_small,high,True,1.0,1.0,0.0,0,11.0,17,113,0,0
5008,site_medium,low,True,1.0,1.0,0.0,0,23.25,35,249,0,25
5008,site_medium,medium,True,1.0,1.0,0.0,0,39.0,65,265,0,1
5008,site_medium,high,True,1.0,1.0,0.0,0,52.25,91,269,0,6
5008,site_dynamic,low,True,1.0,1.0,0.0,0,58.5,89,348,0,7
5008,site_dynamic,medium,False,0.9333333333333333,0.9333333333333333,0.0,0,82.75,139,400,0,9
5008,site_dynamic,high,True,1.0,1.0,0.0,0,85.25,152,330,0,15
5009,site_small,low,True,1.0,1.0,0.0,0,4.25,7,46,0,0
5009,site_small,medium,True,1.0,1.0,0.0,0,6.0,9,52,0,0
5009,site_small,high,True,1.0,1.0,0.0,0,5.75,9,82,0,0
5009,site_medium,low,False,0.8571428571428571,0.8571428571428571,0.0,0,43.75,63,300,0,2
5009,site_medium,medium,False,0.7,0.7,0.0,0,47.25,89,300,0,24
5009,site_medium,high,True,1.0,1.0,0.0,0,38.25,69,197,0,6
5009,site_dynamic,low,True,1.0,1.0,0.0,0,60.5,100,303,0,4
5009,site_dynamic,medium,True,1.0,1.0,0.0,0,19.5,31,132,0,5
5009,site_dynamic,high,True,1.0,1.0,0.0,0,67.5,119,305,0,4
